DateBag,Site,ID,Week,Station,TreatmentNr,DateSorting,SorterID,SpeciesTreatmentNr,Species,NbSeedStart,SeedsCount,DamagedSeedsCount,SignsPredation,Notes,SeedDebrisWeight
2025-08-06,SCH,EP,1,9,1,2025-08-12,CT,3,Abies alba,25,25,1,Hole,NA,NA
2025-08-06,SCH,EP,1,9,1,2025-08-12,CT,3,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-06,SCH,EP,1,9,1,2025-08-12,CT,3,Acer pseudoplatanus,9,9,0,NA,NA,NA
2025-08-06,SCH,EP,1,10,1,2025-08-12,CT,3,Abies alba,25,25,1,Hole,NA,NA
2025-08-06,SCH,EP,1,10,1,2025-08-12,CT,3,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-06,SCH,EP,1,10,1,2025-08-12,CT,3,Acer pseudoplatanus,9,9,0,NA,NA,NA
2025-08-07,WAL,EP,1,1,1,2025-08-12,CT,1,Abies alba,25,25,1,Hole,NA,NA
2025-08-07,WAL,EP,1,1,1,2025-08-12,CT,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-07,WAL,EP,1,1,1,2025-08-12,CT,1,Picea abies,120,120,0,NA,NA,NA
2025-08-07,WAL,EP,1,2,1,2025-08-12,CT,1,Abies alba,25,25,0,NA,NA,NA
2025-08-07,WAL,EP,1,2,1,2025-08-12,CT,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-07,WAL,EP,1,2,1,2025-08-12,CT,1,Picea abies,120,120,0,NA,NA,NA
2025-08-07,WAL,EP,1,3,1,2025-08-12,CT,1,Abies alba,25,25,0,NA,NA,NA
2025-08-07,WAL,EP,1,3,1,2025-08-12,CT,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-07,WAL,EP,1,3,1,2025-08-12,CT,1,Picea abies,120,117,0,NA,NA,NA
2025-08-07,WAL,EP,1,4,1,2025-08-12,CT,1,Abies alba,25,25,0,NA,NA,NA
2025-08-07,WAL,EP,1,4,1,2025-08-12,CT,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-07,WAL,EP,1,4,1,2025-08-12,CT,1,Picea abies,120,120,0,NA,NA,NA
2025-08-07,WAL,EP,1,5,1,2025-08-12,CT,1,Abies alba,25,25,0,NA,NA,NA
2025-08-07,WAL,EP,1,5,1,2025-08-12,CT,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-07,WAL,EP,1,5,1,2025-08-12,CT,1,Picea abies,120,119,0,NA,NA,NA
2025-08-07,WAL,EP,1,6,1,2025-08-12,CT,1,Abies alba,25,25,0,NA,NA,NA
2025-08-07,WAL,EP,1,6,1,2025-08-12,CT,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-07,WAL,EP,1,6,1,2025-08-12,CT,1,Picea abies,120,118,0,NA,NA,NA
2025-08-07,NEU,EP,1,7,1,2025-09-30,CT,2,Tilia cordata,35,36,0,NA,NA,NA
2025-08-07,NEU,EP,1,7,1,2025-09-30,CT,2,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-07,NEU,EP,1,7,1,2025-09-30,CT,2,Acer pseudoplatanus,9,9,0,NA,NA,NA
2025-08-07,NEU,EP,1,1,1,2025-09-30,CT,2,Tilia cordata,35,0,0,NA,Poop in sample,0.21071
2025-08-07,NEU,EP,1,1,1,2025-09-30,CT,2,Fagus sylvatica,5,0,0,NA,Poop in sample,NA
2025-08-07,NEU,EP,1,1,1,2025-09-30,CT,2,Acer pseudoplatanus,9,7,0,NA,Poop in sample,0.05974
2025-08-07,NEU,EP,1,6,1,2025-09-30,CT,2,Tilia cordata,35,0,0,NA,Poop in sample,0.17294
2025-08-07,NEU,EP,1,6,1,2025-09-30,CT,2,Fagus sylvatica,5,0,0,NA,Poop in sample,NA
2025-08-07,NEU,EP,1,6,1,2025-09-30,CT,2,Acer pseudoplatanus,9,5,1,Crack,Poop in sample,0.00463
2025-09-03,VOR,EP,1,5,1,2025-09-30,CT,1,Abies alba,25,25,0,NA,NA,NA
2025-09-03,VOR,EP,1,5,1,2025-09-30,CT,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-09-03,VOR,EP,1,5,1,2025-09-30,CT,1,Picea abies,120,120,0,NA,NA,NA
2025-09-03,VOR,EP,1,10,1,2025-09-30,CT,1,Abies alba,25,25,0,NA,NA,NA
2025-09-03,VOR,EP,1,10,1,2025-09-30,CT,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-09-03,VOR,EP,1,10,1,2025-09-30,CT,1,Picea abies,120,120,0,NA,18 seeds with cracked coats,NA
2025-09-03,VOR,EP,1,3,1,2025-09-30,CT,1,Abies alba,25,25,1,Hole and Crack,NA,NA
2025-09-03,VOR,EP,1,3,1,2025-09-30,CT,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-09-03,VOR,EP,1,3,1,2025-09-30,CT,1,Picea abies,120,118,0,NA,31 seeds with cracked coats,NA
2025-09-03,VOR,EP,1,1,1,2025-09-30,CT,1,Abies alba,25,25,2,Crack,NA,NA
2025-09-03,VOR,EP,1,1,1,2025-09-30,CT,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-09-03,VOR,EP,1,1,1,2025-09-30,CT,1,Picea abies,120,120,0,NA,8 seeds with cracked coats,NA
2025-09-03,VOR,EP,1,9,1,2025-09-30,CT,1,Abies alba,25,25,0,NA,NA,NA
2025-09-03,VOR,EP,1,9,1,2025-09-30,CT,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-09-03,VOR,EP,1,9,1,2025-09-30,CT,1,Picea abies,120,120,0,NA,NA,NA
2025-09-03,VOR,EP,1,8,1,2025-09-30,CT,1,Abies alba,25,25,0,NA,NA,NA
2025-09-03,VOR,EP,1,8,1,2025-09-30,CT,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-09-03,VOR,EP,1,8,1,2025-09-30,CT,1,Picea abies,120,117,0,NA,34 seeds with cracked coats,NA
2025-09-03,VOR,EP,1,4,1,2025-10-06,CT,1,Abies alba,25,25,0,NA,NA,NA
2025-09-03,VOR,EP,1,4,1,2025-10-06,CT,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-09-03,VOR,EP,1,4,1,2025-10-06,CT,1,Picea abies,120,120,0,NA,11 seeds with cracked coats,NA
2025-09-03,VOR,EP,1,6,1,2025-10-06,CT,1,Abies alba,25,25,0,NA,NA,NA
2025-09-03,VOR,EP,1,6,1,2025-10-06,CT,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-09-03,VOR,EP,1,6,1,2025-10-06,CT,1,Picea abies,120,120,0,NA,30 seeds with cracked coats,NA
2025-09-03,VOR,EP,1,7,1,2025-10-06,CT,1,Abies alba,25,25,0,NA,NA,NA
2025-09-03,VOR,EP,1,7,1,2025-10-06,CT,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-09-03,VOR,EP,1,7,1,2025-10-06,CT,1,Picea abies,120,120,0,NA,15 seeds with damaged coats,NA
2025-09-03,VOR,EP,1,2,1,2025-10-06,CT,1,Abies alba,25,25,0,NA,NA,NA
2025-09-03,VOR,EP,1,2,1,2025-10-06,CT,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-09-03,VOR,EP,1,2,1,2025-10-06,CT,1,Picea abies,120,119,0,NA,5 seeds with damaged coats,NA
2025-09-04,BEA,EP,1,2,1,2025-10-06,CT,5,Abies alba,25,25,1,Hole,NA,NA
2025-09-04,BEA,EP,1,2,1,2025-10-06,CT,5,Picea abies,120,116,0,NA,NA,NA
2025-09-04,BEA,EP,1,7,1,2025-10-06,CT,5,Abies alba,25,25,0,NA,NA,NA
2025-09-04,BEA,EP,1,7,1,2025-10-06,CT,5,Picea abies,120,120,0,NA,NA,NA
2025-09-04,BEA,EP,1,9,1,2025-10-06,CT,5,Abies alba,25,25,1,Crack,NA,NA
2025-09-04,BEA,EP,1,9,1,2025-10-06,CT,5,Picea abies,120,120,0,NA,NA,NA
2025-09-04,BEA,EP,1,5,1,2025-10-06,CT,5,Abies alba,25,25,1,Hole,NA,NA
2025-09-04,BEA,EP,1,5,1,2025-10-06,CT,5,Picea abies,120,120,0,NA,NA,NA
2025-09-04,BEA,EP,1,6,1,2025-10-06,CT,5,Abies alba,25,25,0,NA,NA,NA
2025-09-04,BEA,EP,1,6,1,2025-10-06,CT,5,Picea abies,120,120,0,NA,NA,NA
2025-09-04,BEA,EP,1,8,1,2025-10-06,CT,5,Abies alba,25,25,1,Hole,NA,NA
2025-09-04,BEA,EP,1,8,1,2025-10-06,CT,5,Picea abies,120,120,0,NA,NA,NA
2025-09-04,BEA,EP,1,1,1,2025-10-06,CT,5,Abies alba,25,25,1,Hole,NA,NA
2025-09-04,BEA,EP,1,1,1,2025-10-06,CT,5,Picea abies,120,120,0,NA,NA,NA
2025-09-04,BEA,EP,1,4,1,2025-10-06,CT,5,Abies alba,25,25,0,NA,NA,NA
2025-09-04,BEA,EP,1,4,1,2025-10-06,CT,5,Picea abies,120,120,0,NA,NA,NA
2025-09-04,BEA,EP,1,3,1,2025-10-06,CT,5,Abies alba,25,25,0,NA,NA,NA
2025-09-04,BEA,EP,1,3,1,2025-10-06,CT,5,Picea abies,120,119,0,NA,NA,NA
2025-09-04,BEA,EP,1,10,1,2025-10-06,CT,5,Abies alba,25,25,0,NA,NA,NA
2025-09-04,BEA,EP,1,10,1,2025-10-06,CT,5,Picea abies,120,117,0,NA,NA,NA
2025-09-03,BET,EP,1,3,1,2025-10-07,CT,1,Abies alba,25,25,0,NA,NA,NA
2025-09-03,BET,EP,1,3,1,2025-10-07,CT,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-09-03,BET,EP,1,3,1,2025-10-07,CT,1,Picea abies,120,120,0,NA,NA,NA
2025-09-03,BET,EP,1,7,1,2025-10-07,CT,1,Abies alba,25,25,0,NA,NA,NA
2025-09-03,BET,EP,1,7,1,2025-10-07,CT,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-09-03,BET,EP,1,7,1,2025-10-07,CT,1,Picea abies,120,120,0,NA,1 seed with damaged coat,NA
2025-09-03,BET,EP,1,9,1,2025-10-07,CT,1,Abies alba,25,25,0,NA,NA,NA
2025-09-03,BET,EP,1,9,1,2025-10-07,CT,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-09-03,BET,EP,1,9,1,2025-10-07,CT,1,Picea abies,120,120,0,NA,1 seed with damaged coat,NA
2025-09-03,BET,EP,1,8,1,2025-10-07,CT,1,Abies alba,25,25,0,NA,NA,NA
2025-09-03,BET,EP,1,8,1,2025-10-07,CT,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-09-03,BET,EP,1,8,1,2025-10-07,CT,1,Picea abies,120,120,0,NA,NA,NA
2025-09-03,BET,EP,1,6,1,2025-10-07,CT,1,Abies alba,25,25,0,NA,NA,NA
2025-09-03,BET,EP,1,6,1,2025-10-07,CT,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-09-03,BET,EP,1,6,1,2025-10-07,CT,1,Picea abies,120,120,0,NA,NA,NA
2025-08-21,NEU,EP,3,8,1,2025-10-13,CT,2,Acer pseudoplatanus,9,9,0,NA,NA,NA
2025-08-21,NEU,EP,3,8,1,2025-10-13,CT,2,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-21,NEU,EP,3,8,1,2025-10-13,CT,2,Tilia cordata,35,33,0,NA,2 seeds with damaged coats,NA
2025-08-21,NEU,EP,3,7,1,2025-10-13,CT,2,Acer pseudoplatanus,9,3,0,NA,"Bag riped, poop in sample",0.03111
2025-08-21,NEU,EP,3,7,1,2025-10-13,CT,2,Fagus sylvatica,5,5,0,NA,"Bag riped, poop in sample",0.05197
2025-08-21,NEU,EP,3,7,1,2025-10-13,CT,2,Tilia cordata,35,3,3,Hole,"Bag riped, poop in sample",0.25001
2025-08-21,NEU,EP,3,3,1,2025-10-13,CT,2,Acer pseudoplatanus,9,3,1,Crack,Poop in sample,0.0617
2025-08-21,NEU,EP,3,3,1,2025-10-13,CT,2,Fagus sylvatica,5,0,0,NA,Poop in sample,NA
2025-08-21,NEU,EP,3,3,1,2025-10-13,CT,2,Tilia cordata,35,10,10,Hole and Crack,Poop in sample,0.2889
2025-08-21,NEU,EP,3,10,1,2025-10-13,CT,2,Acer pseudoplatanus,9,9,0,NA,NA,NA
2025-08-21,NEU,EP,3,10,1,2025-10-13,CT,2,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-21,NEU,EP,3,10,1,2025-10-13,CT,2,Tilia cordata,35,34,0,NA,NA,NA
2025-08-21,NEU,EP,3,2,1,2025-10-13,CT,2,Acer pseudoplatanus,9,8,0,NA,Poop in sample,0.02392
2025-08-21,NEU,EP,3,2,1,2025-10-13,CT,2,Fagus sylvatica,5,0,0,NA,Poop in sample,NA
2025-08-21,NEU,EP,3,2,1,2025-10-13,CT,2,Tilia cordata,35,6,6,Hole and Crack,Poop in sample,0.39892
2025-08-21,NEU,EP,3,5,1,2025-10-14,CT,2,Acer pseudoplatanus,9,7,3,Crack,NA,NA
2025-08-21,NEU,EP,3,5,1,2025-10-14,CT,2,Fagus sylvatica,5,0,0,NA,NA,NA
2025-08-21,NEU,EP,3,5,1,2025-10-14,CT,2,Tilia cordata,35,5,5,Hole and Crack,NA,0.16209
2025-08-21,NEU,EP,3,6,1,2025-10-14,CT,2,Acer pseudoplatanus,9,3,1,Crack,Poop in sample,0.10477
2025-08-21,NEU,EP,3,6,1,2025-10-14,CT,2,Fagus sylvatica,5,0,0,NA,Poop in sample,0.00599
2025-08-21,NEU,EP,3,6,1,2025-10-14,CT,2,Tilia cordata,35,13,12,Hole and Crack,Poop in sample,0.35894
2025-08-21,NEU,EP,3,9,1,2025-10-14,CT,2,Acer pseudoplatanus,9,8,0,NA,NA,NA
2025-08-21,NEU,EP,3,9,1,2025-10-14,CT,2,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-21,NEU,EP,3,9,1,2025-10-14,CT,2,Tilia cordata,35,32,0,NA,3 seeds with cracked coats,NA
2025-08-21,NEU,EP,3,4,1,2025-10-14,CT,2,Acer pseudoplatanus,9,7,1,Crack,Poop in sample,0.0184
2025-08-21,NEU,EP,3,4,1,2025-10-14,CT,2,Fagus sylvatica,5,0,0,NA,Poop in sample,NA
2025-08-21,NEU,EP,3,4,1,2025-10-14,CT,2,Tilia cordata,35,15,15,Hole and Crack,Poop in sample,0.2599
2025-08-21,WAL,EP,3,7,2,2025-11-19,FL,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-21,WAL,EP,3,7,2,2025-11-19,FL,1,Abies alba,25,25,1,Hole,NA,NA
2025-08-21,WAL,EP,3,7,2,2025-11-19,FL,1,Picea abies,120,118,0,NA,NA,NA
2025-08-21,WAL,EP,3,4,2,2025-11-19,FL,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-21,WAL,EP,3,4,2,2025-11-19,FL,1,Abies alba,25,25,0,NA,NA,NA
2025-08-21,WAL,EP,3,4,2,2025-11-19,FL,1,Picea abies,120,120,0,NA,NA,NA
2025-08-21,WAL,EP,3,6,2,2025-11-19,FL,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-21,WAL,EP,3,6,2,2025-11-19,FL,1,Abies alba,25,25,1,Hole,NA,NA
2025-08-21,WAL,EP,3,6,2,2025-11-19,FL,1,Picea abies,120,120,0,NA,NA,NA
2025-08-21,WAL,EP,3,1,2,2025-11-19,FL,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-21,WAL,EP,3,1,2,2025-11-19,FL,1,Abies alba,25,25,0,NA,NA,NA
2025-08-21,WAL,EP,3,1,2,2025-11-19,FL,1,Picea abies,120,119,0,NA,NA,NA
2025-08-21,WAL,EP,3,10,2,2025-11-19,FL,1,Fagus sylvatica,5,5,1,Crack,NA,NA
2025-08-21,WAL,EP,3,10,2,2025-11-19,FL,1,Abies alba,25,25,0,NA,NA,NA
2025-08-21,WAL,EP,3,10,2,2025-11-19,FL,1,Picea abies,120,119,1,Hole,NA,NA
2025-08-21,WAL,EP,3,9,2,2025-11-19,FL,1,Fagus sylvatica,5,5,0,NA,3 insects,NA
2025-08-21,WAL,EP,3,9,2,2025-11-19,FL,1,Abies alba,25,25,0,NA,3 insects,NA
2025-08-21,WAL,EP,3,9,2,2025-11-19,FL,1,Picea abies,120,115,1,Crack,3 insects,NA
2025-08-21,WAL,EP,3,2,2,2025-11-19,FL,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-21,WAL,EP,3,2,2,2025-11-19,FL,1,Abies alba,25,25,0,NA,NA,NA
2025-08-21,WAL,EP,3,2,2,2025-11-19,FL,1,Picea abies,120,119,0,NA,NA,NA
2025-08-21,WAL,EP,3,8,2,2025-11-19,FL,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-21,WAL,EP,3,8,2,2025-11-19,FL,1,Abies alba,25,25,0,NA,NA,NA
2025-08-21,WAL,EP,3,8,2,2025-11-19,FL,1,Picea abies,120,119,1,Crack,NA,NA
2025-08-21,WAL,EP,3,5,2,2025-11-19,FL,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-21,WAL,EP,3,5,2,2025-11-19,FL,1,Abies alba,25,26,1,Crack,NA,NA
2025-08-21,WAL,EP,3,5,2,2025-11-19,FL,1,Picea abies,120,120,0,NA,NA,NA
2025-08-21,WAL,EP,3,3,2,2025-11-19,FL,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-21,WAL,EP,3,3,2,2025-11-19,FL,1,Abies alba,25,25,0,NA,NA,NA
2025-08-21,WAL,EP,3,3,2,2025-11-19,FL,1,Picea abies,120,120,0,NA,NA,NA
2025-09-10,BET,EP,2,3,2,2025-11-19,FL,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-09-10,BET,EP,2,3,2,2025-11-19,FL,1,Abies alba,25,25,1,Hole,NA,NA
2025-09-10,BET,EP,2,3,2,2025-11-19,FL,1,Picea abies,120,119,0,NA,NA,NA
2025-09-10,BET,EP,2,10,2,2025-11-19,FL,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-09-10,BET,EP,2,10,2,2025-11-19,FL,1,Abies alba,25,25,0,NA,NA,NA
2025-09-10,BET,EP,2,10,2,2025-11-19,FL,1,Picea abies,120,120,0,NA,NA,NA
2025-09-10,BET,EP,2,2,2,2025-11-19,FL,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-09-10,BET,EP,2,2,2,2025-11-19,FL,1,Abies alba,25,24,1,Hole,NA,NA
2025-09-10,BET,EP,2,2,2,2025-11-19,FL,1,Picea abies,120,119,2,Hole and Crack,NA,NA
2025-09-10,BET,EP,2,6,2,2025-11-19,FL,1,Fagus sylvatica,5,5,0,NA,ants,NA
2025-09-10,BET,EP,2,6,2,2025-11-19,FL,1,Abies alba,25,25,0,NA,ants,NA
2025-09-10,BET,EP,2,6,2,2025-11-19,FL,1,Picea abies,120,120,0,NA,ants,NA
2025-09-10,BET,EP,2,4,2,2025-11-19,FL,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-09-10,BET,EP,2,4,2,2025-11-19,FL,1,Abies alba,25,25,1,Hole,NA,NA
2025-09-10,BET,EP,2,4,2,2025-11-19,FL,1,Picea abies,120,119,0,NA,NA,NA
2025-09-10,BET,EP,2,5,2,2025-11-19,FL,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-09-10,BET,EP,2,5,2,2025-11-19,FL,1,Abies alba,25,25,0,NA,NA,NA
2025-09-10,BET,EP,2,5,2,2025-11-19,FL,1,Picea abies,120,119,1,Hole,NA,NA
2025-09-10,BET,EP,2,9,2,2025-11-19,FL,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-09-10,BET,EP,2,9,2,2025-11-19,FL,1,Abies alba,25,25,0,NA,NA,NA
2025-09-10,BET,EP,2,9,2,2025-11-19,FL,1,Picea abies,120,120,0,NA,NA,NA
2025-09-10,BET,EP,2,8,2,2025-11-19,FL,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-09-10,BET,EP,2,8,2,2025-11-19,FL,1,Abies alba,25,25,0,NA,NA,NA
2025-09-10,BET,EP,2,8,2,2025-11-19,FL,1,Picea abies,120,120,0,NA,NA,NA
2025-09-10,BET,EP,2,7,2,2025-11-19,FL,1,Fagus sylvatica,5,5,1,Hole,NA,NA
2025-09-10,BET,EP,2,7,2,2025-11-19,FL,1,Abies alba,25,25,0,NA,NA,NA
2025-09-10,BET,EP,2,7,2,2025-11-19,FL,1,Picea abies,120,100,0,NA,NA,NA
2025-09-10,BET,EP,2,1,2,2025-11-19,FL,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-09-10,BET,EP,2,1,2,2025-11-19,FL,1,Abies alba,25,25,0,NA,NA,NA
2025-09-10,BET,EP,2,1,2,2025-11-19,FL,1,Picea abies,120,120,0,NA,NA,NA
2025-08-14,WAL,EP,2,2,1,2025-11-11,RK,1,Picea abies,120,7,4,Hole,"m= 0.28512g, insects & poop",0.28512
2025-08-14,WAL,EP,2,3,2,2025-11-17,RK,1,Abies alba,25,25,0,NA,NA,NA
2025-08-14,WAL,EP,2,3,2,2025-11-17,RK,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-14,WAL,EP,2,3,2,2025-11-17,RK,1,Picea abies,120,120,0,NA,NA,NA
2025-08-14,WAL,EP,2,2,2,2025-11-17,RK,1,Abies alba,25,25,0,NA,NA,NA
2025-08-14,WAL,EP,2,2,2,2025-11-17,RK,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-14,WAL,EP,2,2,2,2025-11-17,RK,1,Picea abies,120,120,0,NA,NA,NA
2025-08-14,WAL,EP,2,4,2,2025-11-17,RK,1,Abies alba,25,25,0,NA,NA,NA
2025-08-14,WAL,EP,2,4,2,2025-11-17,RK,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-14,WAL,EP,2,4,2,2025-11-17,RK,1,Picea abies,120,120,0,NA,NA,NA
2025-08-14,WAL,EP,2,1,2,2025-11-17,RK,1,Abies alba,25,24,0,NA,NA,NA
2025-08-14,WAL,EP,2,1,2,2025-11-17,RK,1,Fagus sylvatica,5,5,1,Hole,NA,NA
2025-08-14,WAL,EP,2,1,2,2025-11-17,RK,1,Picea abies,120,120,0,NA,NA,NA
2025-08-14,WAL,EP,2,5,2,2025-11-17,RK,1,Abies alba,25,25,0,NA,NA,NA
2025-08-14,WAL,EP,2,5,2,2025-11-17,RK,1,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-14,WAL,EP,2,5,2,2025-11-17,RK,1,Picea abies,120,119,0,NA,NA,NA
2025-08-14,NEU,EP,2,8,2,2025-11-19,RK,2,Tilia cordata,35,35,0,NA,"small fracture in one seed, but not a hole or crack",NA
2025-08-14,NEU,EP,2,8,2,2025-11-19,RK,2,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-14,NEU,EP,2,8,2,2025-11-19,RK,2,Acer pseudoplatanus,9,9,0,NA,NA,NA
2025-08-14,NEU,EP,2,3,2,2025-11-19,RK,2,Tilia cordata,35,35,0,NA,NA,NA
2025-08-14,NEU,EP,2,3,2,2025-11-19,RK,2,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-14,NEU,EP,2,3,2,2025-11-19,RK,2,Acer pseudoplatanus,9,9,0,NA,NA,NA
2025-08-14,NEU,EP,2,9,2,2025-11-19,RK,2,Tilia cordata,35,36,0,NA,NA,NA
2025-08-14,NEU,EP,2,9,2,2025-11-19,RK,2,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-14,NEU,EP,2,9,2,2025-11-19,RK,2,Acer pseudoplatanus,9,9,0,NA,NA,NA
2025-08-14,NEU,EP,2,1,2,2025-11-19,RK,2,Tilia cordata,35,35,0,NA,NA,NA
2025-08-14,NEU,EP,2,1,2,2025-11-19,RK,2,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-14,NEU,EP,2,1,2,2025-11-19,RK,2,Acer pseudoplatanus,9,9,1,Hole,NA,NA
2025-08-14,NEU,EP,2,6,2,2025-11-19,RK,2,Tilia cordata,35,35,0,NA,NA,NA
2025-08-14,NEU,EP,2,6,2,2025-11-19,RK,2,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-14,NEU,EP,2,6,2,2025-11-19,RK,2,Acer pseudoplatanus,9,9,0,NA,NA,NA
2025-08-14,NEU,EP,2,2,2,2025-11-19,RK,2,Tilia cordata,35,33,0,NA,NA,NA
2025-08-14,NEU,EP,2,2,2,2025-11-19,RK,2,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-14,NEU,EP,2,2,2,2025-11-19,RK,2,Acer pseudoplatanus,9,9,1,Hole,NA,NA
2025-08-14,NEU,EP,2,4,2,2025-11-19,RK,2,Tilia cordata,35,35,0,NA,NA,NA
2025-08-14,NEU,EP,2,4,2,2025-11-19,RK,2,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-14,NEU,EP,2,4,2,2025-11-19,RK,2,Acer pseudoplatanus,9,9,0,NA,NA,NA
2025-08-14,NEU,EP,2,5,2,2025-11-19,RK,2,Tilia cordata,35,35,0,NA,NA,NA
2025-08-14,NEU,EP,2,5,2,2025-11-19,RK,2,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-14,NEU,EP,2,5,2,2025-11-19,RK,2,Acer pseudoplatanus,9,9,0,NA,NA,NA
2025-08-14,NEU,EP,2,10,2,2025-11-19,RK,2,Tilia cordata,35,35,0,NA,NA,NA
2025-08-14,NEU,EP,2,10,2,2025-11-19,RK,2,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-14,NEU,EP,2,10,2,2025-11-19,RK,2,Acer pseudoplatanus,9,9,0,NA,NA,NA
2025-08-14,NEU,EP,2,7,2,2025-11-19,RK,2,Tilia cordata,35,35,0,NA,NA,NA
2025-08-14,NEU,EP,2,7,2,2025-11-19,RK,2,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-14,NEU,EP,2,7,2,2025-11-19,RK,2,Acer pseudoplatanus,9,9,0,NA,NA,NA
2025-08-13,SCH,EP,2,5,2,2025-11-19,RK,3,Abies alba,25,25,1,Hole,NA,NA
2025-08-13,SCH,EP,2,5,2,2025-11-19,RK,3,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-13,SCH,EP,2,5,2,2025-11-19,RK,3,Acer pseudoplatanus,9,9,0,NA,NA,NA
2025-08-13,SCH,EP,2,8,2,2025-11-19,RK,3,Abies alba,25,25,0,NA,NA,NA
2025-08-13,SCH,EP,2,8,2,2025-11-19,RK,3,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-13,SCH,EP,2,8,2,2025-11-19,RK,3,Acer pseudoplatanus,9,9,0,NA,NA,NA
2025-08-13,SCH,EP,2,6,2,2025-11-19,RK,3,Abies alba,25,25,1,Hole,NA,NA
2025-08-13,SCH,EP,2,6,2,2025-11-19,RK,3,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-13,SCH,EP,2,6,2,2025-11-19,RK,3,Acer pseudoplatanus,9,9,1,Crack,NA,NA
2025-08-13,SCH,EP,2,2,2,2025-11-19,RK,3,Abies alba,25,25,2,Hole and Crack,looks gnawed?,NA
2025-08-13,SCH,EP,2,2,2,2025-11-19,RK,3,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-13,SCH,EP,2,2,2,2025-11-19,RK,3,Acer pseudoplatanus,9,9,0,NA,NA,NA
2025-08-13,SCH,EP,2,9,2,2025-11-19,RK,3,Abies alba,25,25,1,Hole,NA,NA
2025-08-13,SCH,EP,2,9,2,2025-11-19,RK,3,Fagus sylvatica,5,5,0,NA,NA,NA
2025-08-13,SCH,EP,2,9,2,2025-11-19,RK,3,Acer pseudoplatanus,9,9,0,NA,NA,NA
