DateBag;Site;ID;Week;Station;TreatmentNr;DateSorting;SorterID;SpeciesTreatmentNr;Species;NbSeedStart;SeedsCount;DamagedSeedsCount;SignsPredation;Notes;
23.10.2024;BET;MD;3;4;2;18.03.2025;CT;1;Fagus sylvatica;5;5;0;;;
23.10.2024;BET;MD;3;4;2;18.03.2025;CT;1;Picea abies;120;120;0;;;
23.10.2024;BET;MD;3;4;1;24.03.2025;CT;1;Abies alba;25;24;0;;1 empty seed coat;
23.10.2024;BET;MD;3;4;1;24.03.2025;CT;1;Fagus sylvatica;5;0;0;;;
23.10.2024;BET;MD;3;4;1;24.03.2025;CT;1;Picea abies;120;21;7;Hole and Crack;;
23.10.2024;BET;MD;3;5;2;25.03.2025;CT;1;Abies alba;25;25;0;;;
23.10.2024;BET;MD;3;5;2;25.03.2025;CT;1;Fagus sylvatica;5;5;1;Hole;;
23.10.2024;BET;MD;3;5;2;25.03.2025;CT;1;Picea abies;120;119;1;;;
23.10.2024;BET;MD;3;5;1;14.04.2025;CT;1;Abies alba;25;25;0;;;
23.10.2024;BET;MD;3;5;1;14.04.2025;CT;1;Fagus sylvatica;5;5;1;Hole;;
23.10.2024;BET;MD;3;5;1;14.04.2025;CT;1;Picea abies;120;120;0;;;
23.10.2024;BET;MD;3;6;2;25.03.2025;CT;1;Abies alba;25;25;0;;;
23.10.2024;BET;MD;3;6;2;25.03.2025;CT;1;Fagus sylvatica;5;5;0;;;
23.10.2024;BET;MD;3;6;2;25.03.2025;CT;1;Picea abies;120;120;0;;;
23.10.2024;BET;MD;3;6;1;14.04.2025;CT;1;Abies alba;25;24;0;;Small feces residue present;
23.10.2024;BET;MD;3;6;1;14.04.2025;CT;1;Fagus sylvatica;5;0;0;;Small feces residue present;
23.10.2024;BET;MD;3;6;1;14.04.2025;CT;1;Picea abies;120;11;3;Hole;Small feces residue present, a lot of empty seed coats;
23.10.2024;BET;MD;3;7;1;18.03.2025;CT;1;Abies alba;25;25;0;;plus 1 addtional piece of a Abies alba seed;
23.10.2024;BET;MD;3;7;1;18.03.2025;CT;1;Fagus sylvatica;5;0;0;;;
23.10.2024;BET;MD;3;7;1;18.03.2025;CT;1;Picea abies;120;3;1;Crack;A lot of empty seed coats present;
23.10.2024;BET;MD;3;7;2;25.03.2025;CT;1;Abies alba;25;24;0;;;
23.10.2024;BET;MD;3;7;2;25.03.2025;CT;1;Fagus sylvatica;5;5;0;;;
23.10.2024;BET;MD;3;7;2;25.03.2025;CT;1;Picea abies;120;120;0;;;
23.10.2024;BET;MD;3;8;1;24.03.2025;CT;1;Abies alba;25;25;0;;;
23.10.2024;BET;MD;3;8;1;24.03.2025;CT;1;Fagus sylvatica;5;0;0;;;
23.10.2024;BET;MD;3;8;1;24.03.2025;CT;1;Picea abies;120;6;3;Crack;;
23.10.2024;BET;MD;3;8;2;25.03.2025;CT;1;Abies alba;25;25;0;;;
23.10.2024;BET;MD;3;8;2;25.03.2025;CT;1;Fagus sylvatica;5;5;0;;;
23.10.2024;BET;MD;3;8;2;25.03.2025;CT;1;Picea abies;120;120;1;Hole;;
23.10.2024;BET;MD;3;9;2;24.03.2025;CT;1;Abies alba;25;25;0;;;
23.10.2024;BET;MD;3;9;2;24.03.2025;CT;1;Fagus sylvatica;5;5;0;;;
23.10.2024;BET;MD;3;9;2;24.03.2025;CT;1;Picea abies;120;120;0;;;
23.10.2024;BET;SG&JK;3;9;1;24.03.2025;CT;1;Abies alba;25;25;0;;;
23.10.2024;BET;SG&JK;3;9;1;24.03.2025;CT;1;Fagus sylvatica;5;5;1;;;
23.10.2024;BET;SG&JK;3;9;1;24.03.2025;CT;1;Picea abies;120;120;0;;;
23.10.2024;BET;MD;3;10;2;25.03.2025;CT;1;Abies alba;25;25;0;;;
23.10.2024;BET;MD;3;10;2;25.03.2025;CT;1;Fagus sylvatica;5;5;0;;;
23.10.2024;BET;MD;3;10;2;25.03.2025;CT;1;Picea abies;120;120;0;;;
23.10.2024;BET;MD;3;10;1;25.03.2025;CT;1;Abies alba;25;25;0;;;
23.10.2024;BET;MD;3;10;1;25.03.2025;CT;1;Fagus sylvatica;5;5;0;;;
23.10.2024;BET;MD;3;10;1;25.03.2025;CT;1;Picea abies;120;119;0;;;
19.09.2024;CEL;MD;1;1;1;02.10.2024;CW;4;Pinus cembra;3;3;;;6 ants, 1 insect;
19.09.2024;CEL;MD;1;1;1;02.10.2024;CW;4;Larix decidua;120;118;4;Hole and Crack;;
19.09.2024;CEL;MD;1;1;2;02.10.2024;CW;4;Pinus cembra;3;3;;;3 ants, 2 other insects, 1 other seed;
19.09.2024;CEL;MD;1;1;2;02.10.2024;CW;4;Larix decidua;120;118;2;Hole and Crack;;
19.09.2024;CEL;MD;1;2;1;02.10.2024;CW;4;Pinus cembra;3;3;;;4 insects;
19.09.2024;CEL;MD;1;2;1;02.10.2024;CW;4;Larix decidua;120;120;4;Hole;;
19.09.2024;CEL;MD;1;2;2;02.10.2024;CW;4;Pinus cembra;3;3;;;3 insects;
19.09.2024;CEL;MD;1;2;2;02.10.2024;CW;4;Larix decidua;120;120;;;;
19.09.2024;CEL;MD;1;3;1;02.10.2024;CW;4;Pinus cembra;3;3;;;2 ants, 3 other insects;
19.09.2024;CEL;MD;1;3;1;02.10.2024;CW;4;Larix decidua;120;118;5;Hole;Half a seed;
19.09.2024;CEL;MD;1;3;2;02.10.2024;CW;4;Pinus cembra;3;3;;;2 ants;
19.09.2024;CEL;MD;1;3;2;02.10.2024;CW;4;Larix decidua;120;118;;;Half a seed;
19.09.2024;CEL;MD;1;4;1;28.09.2024;CW;4;Pinus cembra;3;3;;;1 ant, 1 other seed;
19.09.2024;CEL;MD;1;4;1;28.09.2024;CW;4;Larix decidua;120;120;3;Hole and Crack;;
19.09.2024;CEL;MD;1;4;2;28.09.2024;CW;4;Pinus cembra;3;3;;;4 ants, 1 other insect;
19.09.2024;CEL;MD;1;4;2;28.09.2024;CW;4;Larix decidua;120;120;5;Hole and crack;;
19.09.2024;CEL;MD;1;5;1;28.09.2024;CW;4;Pinus cembra;3;0;;;;
19.09.2024;CEL;MD;1;5;1;28.09.2024;CW;4;Larix decidua;120;118;;;;
19.09.2024;CEL;MD;1;5;2;28.09.2024;CW;4;Pinus cembra;3;3;;;;
19.09.2024;CEL;MD;1;5;2;28.09.2024;CW;4;Larix decidua;120;120;;;;
19.09.2024;CEL;MD;1;6;1;23.10.2024;CW;4;Pinus cembra;3;3;;;2 ants, 1 other seed;
19.09.2024;CEL;MD;1;6;1;23.10.2024;CW;4;Larix decidua;120;118;2;Hole;;
19.09.2024;CEL;MD;1;6;2;23.10.2024;CW;4;Pinus cembra;3;3;;;1 ant, 7 other seeds;
19.09.2024;CEL;MD;1;6;2;23.10.2024;CW;4;Larix decidua;120;119;3;Hole;;
19.09.2024;CEL;MD;1;7;1;23.10.2024;CW;4;Pinus cembra;3;3;;;;
19.09.2024;CEL;MD;1;7;1;23.10.2024;CW;4;Larix decidua;120;120;3;Hole;3 ants, 5 other insects;
19.09.2024;CEL;MD;1;7;2;23.10.2024;CW;4;Pinus cembra;3;3;;;;
19.09.2024;CEL;MD;1;7;2;23.10.2024;CW;4;Larix decidua;120;117;4;Hole;4 ants;
19.09.2024;CEL;MD;1;8;1;23.10.2024;CW;4;Pinus cembra;3;0;;;;
19.09.2024;CEL;MD;1;8;1;23.10.2024;CW;4;Larix decidua;120;110;1;Hole;;
19.09.2024;CEL;MD;1;8;2;23.10.2024;CW;4;Pinus cembra;3;3;;;;
19.09.2024;CEL;MD;1;8;2;23.10.2024;CW;4;Larix decidua;120;120;3;Hole;;
19.09.2024;CEL;OL&JN&SG;1;9;1;11.02.2025;CT;4;Pinus cembra;3;3;0;;;
19.09.2024;CEL;OL&JN&SG;1;9;1;11.02.2025;CT;4;Larix decidua;120;119;6;Hole and Crack;;
19.09.2024;CEL;OL&JN&SG;1;9;2;11.02.2025;CT;4;Pinus cembra;3;3;0;;Dead bugs in sample;
19.09.2024;CEL;OL&JN&SG;1;9;2;11.02.2025;CT;4;Larix decidua;120;119;1;Crack;Dead bugs in sample;
19.09.2024;CEL;MD;1;10;1;23.10.2024;CW;4;Pinus cembra;3;2;;;1 ant;
19.09.2024;CEL;MD;1;10;1;23.10.2024;CW;4;Larix decidua;120;119;1;Hole;;
19.09.2024;CEL;MD;1;10;2;23.10.2024;CW;4;Pinus cembra;3;3;;;1 ant, 1 other seed;
19.09.2024;CEL;MD;1;10;2;23.10.2024;CW;4;Larix decidua;120;119;2;Hole and Crack;;
26.09.2024;CEL;OL;2;1;1;08.10.2024;CW;4;Pinus cembra;3;3;;;52 ants, 12 other insects;
26.09.2024;CEL;OL;2;1;1;08.10.2024;CW;4;Larix decidua;120;120;4;Hole and Crack;;
26.09.2024;CEL;OL;2;1;2;08.10.2024;CW;4;Pinus cembra;3;3;;;1 ant, 7 other insects;
26.09.2024;CEL;OL;2;1;2;08.10.2024;CW;4;Larix decidua;120;120;;;;
26.09.2024;CEL;OL;2;2;1;08.10.2024;CW;4;Pinus cembra;3;3;;;;
26.09.2024;CEL;OL;2;2;1;08.10.2024;CW;4;Larix decidua;120;120;4;Hole;;
26.09.2024;CEL;OL;2;2;2;08.10.2024;CW;4;Pinus cembra;3;3;;;;
26.09.2024;CEL;OL;2;2;2;08.10.2024;CW;4;Larix decidua;120;120;2;Hole and Crack;;
26.09.2024;CEL;OL&JN&SG;2;3;2;11.02.2025;CT;4;Pinus cembra;3;3;0;;;
26.09.2024;CEL;OL&JN&SG;2;3;2;11.02.2025;CT;4;Larix decidua;120;119;2;Hole;;
26.09.2024;CEL;OL&JN&SG;2;3;1;11.02.2025;CT;4;Pinus cembra;3;0;0;;;
26.09.2024;CEL;OL&JN&SG;2;3;1;11.02.2025;CT;4;Larix decidua;120;115;3;Hole;;
26.09.2024;CEL;OL&JN&SG;2;4;2;11.02.2025;CT;4;Pinus cembra;3;3;0;;Dead ant in sample;
26.09.2024;CEL;OL&JN&SG;2;4;2;11.02.2025;CT;4;Larix decidua;120;120;2;Hole and Crack;Dead ant in sample;
26.09.2024;CEL;OL&JN&SG;2;4;1;11.02.2025;CT;4;Pinus cembra;3;3;0;;Bugs & several dead ants in sample;
26.09.2024;CEL;OL&JN&SG;2;4;1;11.02.2025;CT;4;Larix decidua;120;120;2;Hole;Bugs & several dead ants in sample;
26.09.2024;CEL;OL;2;5;1;08.10.2024;CW;4;Pinus cembra;3;3;;;4 ants, 15 other insects;
26.09.2024;CEL;OL;2;5;1;08.10.2024;CW;4;Larix decidua;120;120;4;Hole and Crack;;
26.09.2024;CEL;OL;2;5;2;08.10.2024;CW;4;Pinus cembra;3;3;;;7 insects;
26.09.2024;CEL;OL;2;5;2;08.10.2024;CW;4;Larix decidua;120;119;4;Hole;;
26.09.2024;CEL;OL;2;6;1;08.10.2024;CW;4;Pinus cembra;3;3;;;7 ants, 3 other insects;
26.09.2024;CEL;OL;2;6;1;08.10.2024;CW;4;Larix decidua;120;120;;;;
26.09.2024;CEL;OL;2;6;2;08.10.2024;CW;4;Pinus cembra;3;3;;;;
26.09.2024;CEL;OL;2;6;2;08.10.2024;CW;4;Larix decidua;120;120;;;;
26.09.2024;CEL;OL;2;7;1;08.10.2024;CW;4;Pinus cembra;3;3;;;6 ants, 2 other insects;
26.09.2024;CEL;OL;2;7;1;08.10.2024;CW;4;Larix decidua;120;119;3;Crack;;
26.09.2024;CEL;OL;2;7;2;08.10.2024;CW;4;Pinus cembra;3;3;;;10 insects;
26.09.2024;CEL;OL;2;7;2;08.10.2024;CW;4;Larix decidua;120;120;2;Hole;;
26.09.2024;CEL;OL&JN&SG;2;8;1;10.02.2025;CT;4;Pinus cembra;3;3;0;;Bugs & several dead ants in sample;
26.09.2024;CEL;OL&JN&SG;2;8;1;10.02.2025;CT;4;Larix decidua;120;119;6;Hole and Crack;Bugs & several dead ants in sample;
26.09.2024;CEL;OL&JN&SG;2;8;2;11.02.2025;CT;4;Pinus cembra;3;3;1;Crack;;
26.09.2024;CEL;OL&JN&SG;2;8;2;11.02.2025;CT;4;Larix decidua;120;119;2;Hole and Crack;;
26.09.2024;CEL;OL&JN&SG;2;9;1;10.02.2025;CT;4;Pinus cembra;3;3;0;;;
26.09.2024;CEL;OL&JN&SG;2;9;1;10.02.2025;CT;4;Larix decidua;120;118;1;Hole;;
26.09.2024;CEL;OL&JN&SG;2;9;2;11.02.2025;CT;4;Pinus cembra;3;3;1;Crack;;
26.09.2024;CEL;OL&JN&SG;2;9;2;11.02.2025;CT;4;Larix decidua;120;119;1;Hole;;
26.09.2024;CEL;OL&JN&SG;2;10;2;11.02.2025;CT;4;Pinus cembra;3;3;0;;;
26.09.2024;CEL;OL&JN&SG;2;10;2;11.02.2025;CT;4;Larix decidua;120;120;4;Hole;;
26.09.2024;CEL;OL&JN&SG;2;10;1;11.02.2025;CT;4;Pinus cembra;3;3;0;;Several dead ants in sample;
26.09.2024;CEL;OL&JN&SG;2;10;1;11.02.2025;CT;4;Larix decidua;120;120;0;;Several dead ants in sample;
03.10.2024;CEL;MD&EP;3;1;2;24.02.2025;CT;4;Pinus cembra;3;3;0;;;
03.10.2024;CEL;MD&EP;3;1;2;24.02.2025;CT;4;Larix decidua;120;117;1;Hole;;
03.10.2024;CEL;MD&EP;3;1;1;25.02.2025;CT;4;Pinus cembra;3;3;0;;Dead bugs and ants ;
03.10.2024;CEL;MD&EP;3;1;1;25.02.2025;CT;4;Larix decidua;120;121;2;Hole and Crack;Dead bugs and ants ;
03.10.2024;CEL;MD&EP;3;2;1;25.02.2025;CT;4;Pinus cembra;3;3;0;;;
03.10.2024;CEL;MD&EP;3;2;1;25.02.2025;CT;4;Larix decidua;120;120;3;Hole;;
03.10.2024;CEL;MD&EP;3;2;2;25.02.2025;CT;4;Pinus cembra;3;3;0;;;
03.10.2024;CEL;MD&EP;3;2;2;25.02.2025;CT;4;Larix decidua;120;119;1;Hole;;
03.10.2024;CEL;MD&EP;3;3;2;24.02.2025;CT;4;Pinus cembra;3;3;0;;;
03.10.2024;CEL;MD&EP;3;3;2;24.02.2025;CT;4;Larix decidua;120;117;1;Hole;Dead flies and ants ;
03.10.2024;CEL;MD&EP;3;3;1;11.02.2025;CT;4;Pinus cembra;3;3;0;;;
03.10.2024;CEL;MD&EP;3;3;1;11.02.2025;CT;4;Larix decidua;120;83;3;Hole;;
03.10.2024;CEL;MD&EP;3;4;1;25.02.2025;CT;4;Pinus cembra;3;3;0;;;
03.10.2024;CEL;MD&EP;3;4;1;25.02.2025;CT;4;Larix decidua;120;120;2;Hole;;
03.10.2024;CEL;MD&EP;3;4;2;25.02.2025;CT;4;Pinus cembra;3;3;0;;;
03.10.2024;CEL;MD&EP;3;4;2;25.02.2025;CT;4;Larix decidua;120;120;3;;;
03.10.2024;CEL;MD&EP;3;5;2;24.02.2025;CT;4;Pinus cembra;3;3;0;;Several dead flies;
03.10.2024;CEL;MD&EP;3;5;2;24.02.2025;CT;4;Larix decidua;120;120;1;Hole;Several dead flies;
03.10.2024;CEL;MD&EP;3;5;1;25.02.2025;CT;4;Pinus cembra;3;3;0;;Dead bugs and ants ;
03.10.2024;CEL;MD&EP;3;5;1;25.02.2025;CT;4;Larix decidua;120;119;2;Hole;Dead bugs and ants ;
03.10.2024;CEL;MD&EP;3;6;1;24.02.2025;CT;4;Pinus cembra;3;3;0;;Several dead ants ;
03.10.2024;CEL;MD&EP;3;6;1;24.02.2025;CT;4;Larix decidua;120;118;2;Hole and Crack;Several dead ants ;
03.10.2024;CEL;MD&EP;3;6;2;25.02.2025;CT;4;Pinus cembra;3;3;0;;Dead ants;
03.10.2024;CEL;MD&EP;3;6;2;25.02.2025;CT;4;Larix decidua;120;120;2;Hole;Dead ants;
03.10.2024;CEL;MD&EP;3;7;2;24.02.2025;CT;4;Pinus cembra;3;3;0;;;
03.10.2024;CEL;MD&EP;3;7;2;24.02.2025;CT;4;Larix decidua;120;119;0;;;
03.10.2024;CEL;MD&EP;3;7;1;25.02.2025;CT;4;Pinus cembra;3;3;0;;;
03.10.2024;CEL;MD&EP;3;7;1;25.02.2025;CT;4;Larix decidua;120;119;1;Hole;;
03.10.2024;CEL;MD&EP;3;8;1;24.02.2025;CT;4;Pinus cembra;3;2;0;;;
03.10.2024;CEL;MD&EP;3;8;1;24.02.2025;CT;4;Larix decidua;120;119;3;Hole and Crack;;
03.10.2024;CEL;MD&EP;3;8;2;24.02.2025;CT;4;Pinus cembra;3;3;0;;;
03.10.2024;CEL;MD&EP;3;8;2;24.02.2025;CT;4;Larix decidua;120;120;2;Hole;;
03.10.2024;CEL;MD&EP;3;9;1;25.02.2025;CT;4;Pinus cembra;3;3;0;;Dead ants;
03.10.2024;CEL;MD&EP;3;9;1;25.02.2025;CT;4;Larix decidua;120;120;2;Hole;Dead ants;
03.10.2024;CEL;MD&EP;3;9;2;11.02.2025;CT;4;Pinus cembra;3;3;0;;Several dead ants in sample;
03.10.2024;CEL;MD&EP;3;9;2;11.02.2025;CT;4;Larix decidua;120;120;5;Hole and Crack;Several dead ants in sample, Problem with identifiying 1 Larix seed: Very deconstructed if coat color and structure matched counted as seed;
03.10.2024;CEL;MD&EP;3;10;2;24.02.2025;CT;4;Pinus cembra;3;3;0;;Several dead ants ;
03.10.2024;CEL;MD&EP;3;10;2;24.02.2025;CT;4;Larix decidua;120;120;0;;Several dead ants ;
03.10.2024;CEL;MD&EP;3;10;1;25.02.2025;CT;4;Pinus cembra;3;3;0;;;
03.10.2024;CEL;MD&EP;3;10;1;25.02.2025;CT;4;Larix decidua;120;120;0;;;
18.09.2024;NAT;EP;1;1;1;19.10.2024;CW;6;Pinus mugo;180;179;;;2 ants;
18.09.2024;NAT;EP;1;1;2;19.10.2024;CW;6;Pinus mugo;180;177;;;6 ants, 1 other seed;
18.09.2024;NAT;EP;1;2;1;19.10.2024;CW;6;Pinus mugo;180;171;4;Crack;1 ant;
18.09.2024;NAT;EP;1;2;2;19.10.2024;CW;6;Pinus mugo;180;177;1;Hole;2 ants, 1 other insect, 1 other seed;
18.09.2024;NAT;EP;1;7;1;19.10.2024;CW;6;Pinus mugo;180;180;2;Hole and Crack;1 ant;
18.09.2024;NAT;EP;1;7;2;19.10.2024;CW;6;Pinus mugo;180;179;1;Crack;2 ants;
18.09.2024;NAT;EP;1;8;1;19.10.2024;CW;6;Pinus mugo;180;180;;;;
18.09.2024;NAT;EP;1;8;2;19.10.2024;CW;6;Pinus mugo;180;179;;;;
18.09.2024;NAT;EP;1;9;1;19.10.2024;CW;6;Pinus mugo;180;180;;;;
18.09.2024;NAT;EP;1;9;2;19.10.2024;CW;6;Pinus mugo;180;180;1;Crack;2 ants;
18.09.2024;NAT;EP;1;10;1;19.10.2024;CW;6;Pinus mugo;180;180;;;1 ant;
18.09.2024;NAT;EP;1;10;2;19.10.2024;CW;6;Pinus mugo;180;180;;;2 ants;
18.09.1924;NAT;EP;1;3;1;03.10.1924;FL;6;Pinus mugo;180;179;;;dead ant;
18.09.1924;NAT;EP;1;3;2;03.10.1924;FL;6;Pinus mugo;180;180;1;Crack;;
18.09.1924;NAT;EP;1;4;1;03.10.1924;FL;6;Pinus mugo;180;178;;;dead bug;
18.09.1924;NAT;EP;1;4;2;03.10.1924;FL;6;Pinus mugo;180;180;;;dead ant;
18.09.1924;NAT;EP;1;5;1;03.10.1924;FL;6;Pinus mugo;180;179;;;dead ant;
18.09.1924;NAT;EP;1;5;2;03.10.1924;FL;6;Pinus mugo;180;178;;;dead ant;
18.09.1924;NAT;EP;1;6;1;03.10.1924;FL;6;Pinus mugo;180;180;;;dead ants;
18.09.1924;NAT;EP;1;6;2;03.10.1924;FL;6;Pinus mugo;180;180;1;Hole;dead ants;
02.10.2024;NAT;SG;2;1;1;29.01.2025;CT;6;Pinus mugo;180;179;0;;;
02.10.2024;NAT;SG;2;1;2;29.01.2025;CT;6;Pinus mugo;180;180;1;Hole;;
02.10.2024;NAT;SG;2;2;2;29.01.2025;CT;6;Pinus mugo;180;180;0;;;
02.10.2024;NAT;SG;2;2;1;29.01.2025;CT;6;Pinus mugo;180;179;1;Hole;Dead bug in sample, several dead ants;
25.09.2024;NAT;SG;2;3;1;28.09.2024;CW;6;Pinus mugo;180;180;1;Hole and Crack;1 insect;
25.09.2024;NAT;SG;2;3;2;28.09.2024;CW;6;Pinus mugo;180;180;;;1 insect;
25.09.2024;NAT;SG;2;4;1;28.09.2024;CW;6;Pinus mugo;180;180;;;2 ants, 2 other insects;
25.09.2024;NAT;SG;2;4;2;28.09.2024;CW;6;Pinus mugo;180;180;;;2 ants, 2 other insects;
25.09.2024;NAT;SG;2;5;2;10.02.2025;CT;6;Pinus mugo;180;179;0;;;
25.09.2024;NAT;SG;2;5;1;10.02.2025;CT;6;Pinus mugo;180;180;1;Crack;;
25.09.2024;NAT;SG;2;6;1;28.09.2024;CW;6;Pinus mugo;180;180;;;1 ant, 2 other insects;
25.09.2024;NAT;SG;2;6;2;28.09.2024;CW;6;Pinus mugo;180;180;1;Hole;1 ant, 1 other insect;
25.09.2024;NAT;SG;2;7;1;10.02.2025;CT;6;Pinus mugo;180;180;0;;Dead ant in sample;
25.09.2024;NAT;SG;2;7;2;10.02.2025;CT;6;Pinus mugo;180;184;1;Hole;Several dead ants in sample;
25.09.2024;NAT;SG;2;8;1;28.09.2024;CW;6;Pinus mugo;180;180;;;2 insects;
25.09.2024;NAT;SG;2;8;2;28.09.2024;CW;6;Pinus mugo;180;180;1;Crack;1 ant, 2 other;
25.09.2024;NAT;SG;2;9;1;28.09.2024;CW;6;Pinus mugo;180;180;1;Crack;1 insect;
25.09.2024;NAT;SG;2;9;2;28.09.2024;CW;6;Pinus mugo;180;180;;;1 ant, 2 other insects;
25.09.2024;NAT;SG;2;10;1;10.02.2025;CT;6;Pinus mugo;180;180;0;;Several dead ants in sample;
25.09.2024;NAT;SG;2;10;2;10.02.2025;CT;6;Pinus mugo;180;180;0;;;
02.10.2024;NAT;EP;3;1;1;02.11.2024;CW;6;Pinus mugo;180;180;;;3 ants, 2 other insects;
02.10.2024;NAT;EP;3;1;2;02.11.2024;CW;6;Pinus mugo;180;180;;;1 ant;
02.10.2024;NAT;EP;3;2;1;02.11.2024;CW;6;Pinus mugo;180;180;;;1 ant, 1 abies alba;
02.10.2024;NAT;EP;3;2;2;02.11.2024;CW;6;Pinus mugo;180;180;;;3 ants, 1 other insect;
02.10.2024;NAT;EP;3;3;1;02.11.2024;CW;6;Pinus mugo;180;180;;;1 ant;
02.10.2024;NAT;EP;3;3;2;02.11.2024;CW;6;Pinus mugo;180;180;;;2 ants, 2 other insects;
02.10.2024;NAT;EP;3;4;1;02.11.2024;CW;6;Pinus mugo;180;178;;;1 ant;
02.10.2024;NAT;EP;3;4;2;02.11.2024;CW;6;Pinus mugo;180;180;;;;
02.10.2024;NAT;EP;3;5;1;02.11.2024;CW;6;Pinus mugo;180;180;;;;
02.10.2024;NAT;EP;3;5;2;02.11.2024;CW;6;Pinus mugo;180;180;;;5 ants;
02.10.2024;NAT;EP;3;6;1;02.11.2024;CW;6;Pinus mugo;180;179;;;;
02.10.2024;NAT;EP;3;6;2;02.11.2024;CW;6;Pinus mugo;180;178;;;1 ant;
02.10.2024;NAT;EP;3;7;1;02.11.2024;CW;6;Pinus mugo;180;180;;;1 ant;
02.10.2024;NAT;EP;3;7;2;02.11.2024;CW;6;Pinus mugo;180;180;;;1 ant, 1 cracked by me;
02.10.2024;NAT;EP;3;8;1;02.11.2024;CW;6;Pinus mugo;180;175;3;Hole;;
02.10.2024;NAT;EP;3;8;2;05.11.2024;CW;6;Pinus mugo;180;180;;;;
02.10.2024;NAT;EP;3;9;1;05.11.2024;CW;6;Pinus mugo;180;180;;;;
02.10.2024;NAT;EP;3;9;2;05.11.2024;CW;6;Pinus mugo;180;179;1;Crack;1 ant, 1 other insect;
02.10.2024;NAT;EP;3;10;2;29.01.2025;CT;6;Pinus mugo;180;180;0;;Dead ant in sample;
02.10.2024;NAT;EP;3;10;1;29.01.2025;CT;6;Pinus mugo;180;180;1;Crack;1 seed split in half;
21.09.2024;NEU;MD;1;1;1;21.09.2024;CW;2;Fagus sylvatica;5;5;;;;
21.09.2024;NEU;MD;1;1;1;21.09.2024;CW;2;Acer pseudoplatanus;9;9;;;;
21.09.2024;NEU;MD;1;1;1;21.09.2024;CW;2;Tillia cordata;35;36;2;Crack;1 extra seed;
21.09.2024;NEU;MD;1;1;2;21.09.2024;CW;2;Fagus sylvatica;5;5;;;;
21.09.2024;NEU;MD;1;1;2;21.09.2024;CW;2;Acer pseudoplatanus;9;9;2;Hole and Crack;;
21.09.2024;NEU;MD;1;1;2;21.09.2024;CW;2;Tillia cordata;35;35;2;Crack;;
29.08.1924;NEU;MD&SG;2;1;1;24.09.1924;CW;2;Fagus sylvatica;5;5;;;;
29.08.1924;NEU;MD&SG;2;1;1;24.09.1924;CW;2;Acer pseudoplatanus;9;9;;;;
29.08.1924;NEU;MD&SG;2;1;1;24.09.1924;CW;2;Tillia cordata;35;35;;;;
29.08.1924;NEU;MD&SG;2;1;2;24.09.1924;FL;2;Fagus sylvatica;5;5;;;;
29.08.1924;NEU;MD&SG;2;1;2;24.09.1924;FL;2;Acer pseudoplatanus;9;9;;;;
29.08.1924;NEU;MD&SG;2;1;2;24.09.1924;FL;2;Tillia cordata;35;34;;;;
05.09.2024;NEU;EP;3;1;1;24.09.2024;JK;2;Tillia cordata;35;35;1;Crack;;
05.09.2024;NEU;EP;3;1;1;24.09.2024;JK;2;Fagus sylvatica;5;5;;;;
05.09.2024;NEU;EP;3;1;1;24.09.2024;JK;2;Acer pseudoplatanus;9;9;;;;
05.09.2024;NEU;EP;3;1;2;24.09.2024;JK;2;Tillia cordata;35;35;;;;
05.09.2024;NEU;EP;3;1;2;24.09.2024;JK;2;Fagus sylvatica;5;5;;;;
05.09.2024;NEU;EP;3;1;2;24.09.2024;JK;2;Acer pseudoplatanus;9;9;1;Crack;;
22.08.2024;NEU;MD;1;2;2;24.09.2024;JK;2;Tillia cordata;35;35;;;;
22.08.2024;NEU;MD;1;2;2;24.09.2024;JK;2;Fagus sylvatica;5;5;;;;
22.08.2024;NEU;MD;1;2;2;24.09.2024;JK;2;Acer pseudoplatanus;9;9;;;;
22.08.2024;NEU;MD;1;2;1;24.09.2024;JK;2;Tillia cordata;35;35;;;;
22.08.2024;NEU;MD;1;2;1;24.09.2024;JK;2;Fagus sylvatica;5;5;;;;
22.08.2024;NEU;MD;1;2;1;24.09.2024;JK;2;Acer pseudoplatanus;9;9;;;;
29.08.1924;NEU;MD&SG;2;2;1;24.09.1924;FL;2;Fagus sylvatica;5;5;;;;
29.08.1924;NEU;MD&SG;2;2;1;24.09.1924;FL;2;Acer pseudoplatanus;9;9;;;;
29.08.1924;NEU;MD&SG;2;2;1;24.09.1924;FL;2;Tillia cordata;35;35;3;Crack;dead wasp;
29.08.1924;NEU;MD&SG;2;2;2;24.09.1924;FL;2;Fagus sylvatica;5;5;;;;
29.08.1924;NEU;MD&SG;2;2;2;24.09.1924;FL;2;Acer pseudoplatanus;9;9;;;;
29.08.1924;NEU;MD&SG;2;2;2;24.09.1924;FL;2;Tillia cordata;35;34;1;Crack;;
05.09.2024;NEU;EP;3;2;1;24.09.2024;JK;2;Tillia cordata;35;35;2;Crack;;
05.09.2024;NEU;EP;3;2;1;24.09.2024;JK;2;Fagus sylvatica;5;5;;;;
05.09.2024;NEU;EP;3;2;1;24.09.2024;JK;2;Acer pseudoplatanus;9;9;;;;
05.09.2024;NEU;MD&SG;3;2;2;25.09.2024;JK;2;Tillia cordata;35;35;2;Crack;ID=MD&SG&EP;
